en_text,fr_text
We do not accept the argument that price makes no difference to the amount of cigarettes consumed.,Nous rejetons l'argument selon lequel les prix n'influent aucunement sur la consommation de cigarettes.
These costs should be documented in a transparent manner.,Ces frais doivent être détaillés de manière transparente.
"A problem has also arisen that various elements of the digital radio spectrum are now being allocated across Europe often quite freely, at no charge at all.",Un autre problème vient du fait que les diverses composantes du spectre radiophonique numérique se distribuent aujourd'hui dans toute l'Europe souvent assez librement et sans contrepartie financière.
"These are enormous and concern chiefly emergency medical care for the injured, water and sanitation - because there is risk of cholera, for example - food and shelter.","Ceux-ci sont énormes et concernent principalement les soins médicaux d'urgence aux blessés, l'eau et l'hygiène publique - face au risque de choléra, par exemple -, la nourriture et l'hébergement."
I am thinking in particular of the territorial waters of the outermost regions of the EU.,Je pense en particulier aux eaux territoriales situées dans les régions périphériques de l’Union.
   .,   .
"Mr President, I should like to focus on three vital points of the Pery report on the fishery agreement with Senegal.","Monsieur le Président, je voudrais souligner trois points fondamentaux du rapport de Mme Pery sur l'accord de pêche avec le Sénégal."
"Mr President, I know what human rights are.","Monsieur le Président, je sais ce que sont les droits de l'homme."
Big challenges remain in the single market.,De grands défis demeurent sur le marché unique.
"Following the Justice and Home Affairs Councils in February and June 2009, I wrote to Mr Deprez, the chairman of Parliament's Committee on Civil Liberties, Justice and Home Affairs, to inform him of how the work on SIS II was progressing.","Après les Conseils ""Justice et affaires intérieures"" de février et de juin 2009, j'avais écrit à Gérard Deprez, président de la commission des libertés civiles du Parlement, pour l'informer de l'évolution des travaux sur le projet SIS II."
Unemployment is declining.,Le chômage baisse.
(The President cut the speaker off),(Le président retire la parole à l'oratrice)
I would call on the Commission to display speed and flexibility in this task of harmonizing the maximum residue limits.,
"Tomorrow, we shall be discussing a dossier, a report by Mr Böge, which clearly shows that, of the EUR 500 million that was at our disposal for 2009, barely EUR 8 million has been used.","Demain, nous aborderons un dossier, un rapport de M. Böge, qui montre clairement que sur les 500 millions d'euros disponibles pour l'année 2009, à peine 8 millions d'euros ont été utilisés."
"Domestic referendums on a national scale and the attendant debates are in no way connected with chauvinism or nationalism, but are merely part and parcel of democracy.","Les référendums à l’échelle nationale et les débats connexes n’ont absolument rien à voir avec le chauvinisme ou le nationalisme, mais font purement et simplement partie intégrante de la démocratie."
But we knew what we meant.,"Mais entre-temps, nous nous sommes découverts."
"Madam President, the subject of guarantees by the European Community to the European Investment Bank against losses for loans granted for carrying out projects in third countries is of great importance for the European Union's co-operation policy.","Madame le Président, le sujet des garanties de la Communauté en faveur de la Banque européenne d'investissement face aux éventuelles pertes découlant de prêts consentis pour réaliser des projets dans des pays tiers revêt une grande importance pour la politique de coopération de l'Union européenne."
Let me take this opportunity to remind you of the resolution Parliament passed by a large majority - over 470 votes in favour - at the first September part-session in Strasbourg.,Je souhaite rappeler la résolution qu'a adoptée le Parlement européen à une très large majorité - plus de 470 voix pour - lors de la première session de septembre à Strasbourg.
"By a joint committee including practitioners from both schools of medicine, conventional and non-conventional.","Par une commission paritaire comportant des praticiens des deux médecines, conventionnelle et non conventionnelle."
"However, it is necessary to recognise the impossibility of making special rules for all types of additives and for all animal categories.","Toutefois, il est nécessaire de reconnaître l'impossibilité de créer des règles spéciales pour tous les types d'additifs et toutes les catégories d'animaux."
I look forward to that era.,J'attends avec impatience ce moment.
"During the previous legislative period of the European Parliament, proposals to formalise the statute came up against the reluctance of the Council to turn assistants into officials and to include the tax dimension of the problem in the equation.","Sous la précédente législature, les propositions de formalisation d'un statut avaient achoppé sur les réticences du Conseil à avancer sur la voie de la fonctionnarisation et de l'inclusion de la dimension fiscale du problème."
"The distance that exists between politicians and the real world is a further factor jeopardising Europe’s future, as the citizens of the individual Member States understand ever less of the language spoken by the European institutions and their representatives.","La distance entre les responsables politiques et le monde réel constitue un facteur supplémentaire qui menace l’avenir de l’Europe, les citoyens des États membres comprenant de moins en moins le langage des institutions européennes et de leurs représentants."
"However, overwhelmingly, there is support for the essence – the principle – of our proposal.","Dans l’ensemble, je constate toutefois un soutien en faveur de l’essence - du principe - de notre proposition."
"   I thank you for your reply, Commissioner, but can you tell me how one is meant to have confidence in the single market if Equitable Life can get away with treating ordinary people in this way?","   Je vous remercie pour votre réponse, Monsieur le Commissaire, mais pourriez-vous m’expliquer comment nous sommes censés avoir confiance dans le marché unique si Equitable Life n’est pas sanctionnée pour avoir traité d’honnêtes citoyens de cette façon?"
"Indeed, with this approach, we can now take another major step forward towards European financial integration, which is the next crucial step after the introduction of the euro.","En effet, nous pourrons ainsi faire aujourd'hui un nouveau pas en avant important vers l'intégration financière européenne, c'est-à-dire vers un objectif indispensable après l'introduction de l'euro."
"Firstly, on 18 October, at the European Union Foreign Ministers Meeting, Commissioner Mandelson said that the European Union must make concessions to other countries during the WTO negotiations, because the European Union will gain more on the export of industrial goods and services than it will lose on weaker protection of agriculture.","Tout d’abord, le 18 octobre, lors de la rencontre des ministres des affaires étrangères de l’Union européenne, le commissaire Mandelson a déclaré que l’Union européenne devait faire des concessions en faveur des autres pays lors des négociations de l’OMC, parce que l’Union européenne a plus à gagner des exportations de produits industriels et de services qu’elle n’a à perdre de la protection moindre de l’agriculture."
"We need to invest in neighbouring countries, especially those to the east of the EU, and offer them the necessary incentives to continue with their reforms and be able to strengthen the EU's presence in the area.","Nous devons investir dans les pays voisins, en particulier à l'Est de l'UE, et leur offrir les incitants nécessaires pour poursuivre leurs réformes et pour pouvoir renforcer la présence de l'Union européenne dans la région."
"author. - Mr President, freedom of the press is synonymous with freedom of expression and democracy.","auteur. - (EN) Monsieur le Président, la liberté de la presse est synonyme de liberté d'opinion et de démocratie."
That is not the state that people want to create for Palestinians and Israelis: we want a state in which Palestinians and Moslems communicate together.,Ce n’est pas ce genre d’État que l’on veut créer pour les Palestiniens et les Israéliens: nous voulons un État dans lequel les Palestiniens et les musulmans communiquent.
"Regrettably, the Council did not reply to this letter until 23 May 2008.","Malheureusement, le Conseil n'a répondu à cette lettre que le 23 mai 2008."
"It is essential to create administrative structures which promote and monitor gender equality, and it would also be very helpful to resume the work of the European network of experts in the promotion of women in the field of decision-making, which had considerable success in the past.","La création de structures administratives encourageant et garantissant l'égalité entre les sexes est indispensable ; il serait également fort intéressant de reprendre le travail du réseau européen d'expertes pour la promotion des femmes dans la prise de décisions, qui a connu un succès certain par le passé."
Before I begin I will take the liberty of expressing my consternation at the way in which Austria has been prejudged by 14 Council representatives.,Je me permets à l' avance d' exprimer mon inquiétude quant au jugement prématuré rendu par les 14 représentants du conseil à l' égard de l' Autriche.
The quality of the sustained interest highlights the importance of the issue and the draft resolution in this House on the Green Paper adds to that.,L'intérêt soutenu qu'elles nous ont témoigné souligne l'importance de la question que vient renforcer le projet de résolution de cette Assemblée sur le Livre vert.
"   Mr President, to some people, including in Europe, Cuba is paradise, while to others, it is hell.","   - Monsieur le Président, pour certaines personnes, notamment en Europe, Cuba est un paradis, tandis que d’autres y voient un enfer."
This should be reviewed in 1998 as envisaged in the directive but we should not have any preconceived ideas at this stage about the nature and extent of further liberalization.,"Cette situation devrait être revue en 1998 comme l'envisage la directive, mais il faudrait éviter, à ce stade, d'avoir une idée préconçue de la nature et de l'étendue d'une hypothétique libéralisation ultérieure."
The problem is therefore mainly in the EU Member States.,C'est donc essentiellement au niveau des États membres que se trouve le problème.
Had those companies had to comply with the terms of this directive it would have meant a crippling series of costs on largely volunteer/subscription organisations.,"Si ces compagnies avaient dû respecter les dispositions de la directive, cela aurait entraîné des coûts écrasants pour les organisations fonctionnant essentiellement avec des bénévoles."
History gives us few such opportunities.,L'Histoire ne nous donne pas beaucoup d'occasions de ce type.
The point we make is this: we want checks.,Notre point de vue est le suivant : nous voulons des contrôles !
"As regards denominations, Mrs Soltwedel-Schäfer, you said not four, but six different coins would be manufactured.","A propos des valeurs unitaires, vous vous êtes trompée, Madame Soltwedel-Schäfer: ce ne sont pas quatre, mais six sortes de pièce qui seront donc fabriquées."
"I know where this contact point will be in my own country, but at this moment, I do not have such an overview of where the contact points are in other countries.","Si je sais où ce point de contact sera établi dans mon propre pays, je ne peux pour l'instant en dire de même au sujet des points de contacts dans les autres pays."
"In general, European projects do not run smoothly.","Dans l'ensemble, les projets européens avancent laborieusement."
"On the one hand, we have large-scale European importers, which will gain from Pakistani products coming into Europe.","D'une part, nous avons des importateurs européens majeurs qui tireront profit des produits pakistanais exportés vers l'Europe."
"In this sense, I feel that what has been said here is extremely important: we must work on common problems such as sensitivity, freedom of expression on the Internet and protection, priority issues in my view.","Dans ce sens, je crois que ce qui est dit ici est extrêmement important: nous devons travailler sur nos problèmes communs tels que la sensibilité, la liberté d'expression sur l'internet et la protection, autant de questions prioritaires, à mon sens."
"Building on this work, the Commission will present a European Union framework for national Roma integration strategies in April.","En s'inspirant de ce travail, la Commission présentera, en avril prochain, un cadre européen pour les stratégies nationales d'intégration des Roms."
"There was a special new deadline for amendments, which we met, as far as I am aware, when we retabled some amendments from committee.","Ensuite, Il y a eu un délai supplémentaire pour le dépôt d'amendements, dont nous avons profité, pour autant que je sache, en déposant une nouvelle fois des amendements de la commission."
It will then be for you to put the work in.,Ce sera ensuite à vous de faire le travail.
But the bottom line is - and nobody referred to it other than the Commissioner - that there is a EUR 20 billion benefit to both economies here if we can work out a free trade agreement.,"C'est pour cela qu'il est très important que nous continuions à négocier avec eux sur ces questions. Mais en définitive - et personne d'autre que le commissaire n'en a parlé -, nos deux économies bénéficieraient de 20 milliards d'euros si nous parvenions à un accord de libre-échange."
I believe it is important that a common position has been reached.,"Selon moi, l' essentiel est d' être parvenu à une position commune."
"Therefore, opening the labour markets is a matter of principle, of competitiveness and of eliminating discrimination, as well as a matter of equality between the fifteen old and the ten new Member States.","L’ouverture des marchés du travail est donc une question de principe, de compétitivité et d’éradication de la discrimination, ainsi qu’une question d’égalité entre les quinze anciens et les dix nouveaux États membres."
"   . – Compliance with passengers’ rights is very important to me, as is cooperation with Parliament, and so I shall answer the honourable Member’s question with a clear ‘yes’.","   Le respect des droits des passagers est un point très important pour moi, de même que la coopération avec le Parlement. Je répondrai donc à la question posée par l’honorable député par un «oui» franc et net."
"If national authorities make a specific request, the Commission can help to fund any additional expenditure linked to the programme to eradicate polio, including, if specifically requested, support for holding and running national days for polio immunization.","Qui plus est, sur demande spécifique des autorités nationales, la Commission pourra contribuer au financement de dépenses supplémentaires liées, notamment, au programme d'éradication de la poliomyélite, y compris, si les autorités nationales le sollicitent, soutenir l'organisation et la réalisation de journées nationales d'immunisation contre la poliomyélite."
"I will, of course, provide him with every possible assistance, as we did for Jim Wolfensohn, including the staff for his team in Jerusalem.","Il va de soi que je lui apporterai toute l'aide possible, comme à Jim Wolfensohn, y compris au personnel de son équipe à Jérusalem."
"There are two aspects involved here: we already had the problem of the lifts. As far as the stairs are concerned, that is quite a different problem, and we shall be looking into things.","Il y a là deux aspects : nous avions déjà le problème des ascenseurs ; pour ce qui est des escaliers, c' est encore autre chose et nous allons vérifier."
This alone will likely cause widespread biodiversity loss.,"À lui seul, ce paramètre occasionnera probablement une importante perte de la biodiversité."
"Thank you, Mr Rack.","Merci, Monsieur Rack."
This type of programme is an inspiration to what can be done for rural areas by fully exploiting new technologies.,Ce type de cours est une source d'inspiration pour ce que nous pouvons faire pour les zones rurales en exploitant totalement les nouvelles technologies.
"That is repeated the whole time in the dialogue with Algeria, and we shall be able to repeat it still more powerfully once we obtain an Association Agreement.",Cela a été répété tout au long du dialogue avec l'Algérie. Et cela le sera avec encore plus de force lorsque nous aurons un accord d'association.
"In fact, I am going to try and reply.","En fait, je vais essayer de donner un élément de réponse."
"Therefore, in order to meet the Europe 2020 strategy commitment to eradicate the threat of poverty and exclusion for at least 20 million people in the European Union, the European Commission must take concrete actions and propose European legislation, which would ensure minimum incomes throughout Europe to combat poverty.","C'est pourquoi, conformément à l'engagement pris dans le cadre de la stratégie Europe 2020 de protéger au moins 20 millions d'Européens contre le risque de pauvreté et d'exclusion dans l'Union européenne, la Commission européenne doit adopter des mesures concrètes et proposer une législation européenne garantissant l'accès à un revenu minimum dans toute l'Europe au nom de la lutte contre la pauvreté."
"Finally, I earnestly hope that this Parliament will not become a laughing-stock and fail to agree on a resolution on Kosovo, as happened a few weeks ago, in September.","J'espère enfin qu'aujourd'hui, contrairement à ce qui est arrivé il y a quelques semaines, ce Parlement ne se couvre pas de ridicule en adoptant aucune résolution sur le Kosovo, comme cela est arrivé au mois de septembre."
"However, I would draw the attention of Parliament to the fact that we are implementing the 2000-2004 Action Plan.","Toutefois, j' attirerais l' attention du Parlement sur le fait que nous mettons en uvre le Plan d' action 2000-2004."
"In our view, the second crucial point is the exchange of information, on which Eurogroup members have made a start.",Le deuxième point essentiel pour nous est l'échange d'informations. Les membres de l'Eurogroupe ont commencé à le faire.
"I believe that, within the context of international order, we must define those situations in which we should fight dictatorships and those in which we should use diplomatic means.","Je crois qu'il faut, dans le cadre de l'ordre international, définir les situations où on doit combattre les dictatures et celles où on doit employer des moyens diplomatique."
After Nice they called for a celebration not for what they had done for Europe but for what they had deprived Europe of.,"À Nice, ils n'ont pas été félicités pour ce qu'ils ont fait pour l'Europe, mais pour ce qu'ils ont enlevé à l'Europe."
in writing. - The horizontal agreement with Brazil will restore a sound legal basis for the EU's aviation relations with Brazil.,L'accord horizontal avec le Brésil permettra de rétablir une base juridique solide dans les relations aériennes entre l'Union et le Brésil.
"Madam President, Commissioner, ladies and gentlemen, given that 826 million people worldwide suffer from chronic malnutrition, I welcome the fact that this House is aware of the situation and is adopting a resolution on the forthcoming World Food Summit in Rome.","Madame la Présidente, Monsieur le Commissaire, Mesdames et Messieurs, étant donné que 826 millions d'individus souffrent de sous-alimentation chronique, je me félicite que ce Parlement soit conscient de cette situation et ait adopté une résolution en vue du prochain Sommet mondial de l'alimentation à Rome."
"Mr President, I very much welcome the proposals before us today, which are clearly designed to tackle delays caused by air traffic control problems in Europe.","Monsieur le Président, je me réjouis des propositions qui nous sont soumises aujourd'hui et qui visent à l'évidence à faire face aux retards provoqués par les problèmes de contrôle du trafic aérien en Europe."
Appealing for growth and greater liberalisation with a hint of sustainable development is not an adequate response.,En appeler à la croissance et à plus de libéralisation avec un zeste de développement durable n' est pas la réponse adéquate.
Sea resource management is the keystone for sustainable fishing and initially it will be for coastal states to see to this management without discrimination between national and Community fleets.,"La gestion des ressources halieutiques est la pierre angulaire d'une pêche durable, une gestion qui reviendra en premier lieu aux États côtiers, sans discrimination entre leurs flottes nationales et la flotte communautaire."
"I venture to suggest in this context that many things are open to criticism, because nothing is perfect. When, however, one fails to go deeper and criticism is unfounded, it runs the risk of losing its value or at the very least, proving less effective.","En ce sens, je tiens à vous dire ici que de nombreuses choses sont critiquables, parce qu' il n' y a rien de parfait, mais que lorsque nous allons au-delà et que nous critiquons sans raison, la critique peut perdre sa valeur ou, du moins, s' affaiblir."
What is happening with port controls?,Où en sommes-nous des contrôles dans les ports ?
"I am not talking now about the risk of antibiotic residues in foods, but rather about the resistance to antibiotics - particularly among zoonotic bacteria - which poses a considerable threat to public health.","Je ne parle pas ici du risque de résidus d'antibiotiques dans les aliments, mais de la résistance aux antibiotiques - en particulier chez les bactéries zoonotiques - qui constitue une grave menace pour la santé publique."
"The indifference of MEPs and of the Community Institutions must be the reason for the corresponding indifference of our citizens towards Community Institutions; every time that a problem in the area of social affairs is discussed, there is a complete lack of interest...","C'est dans l'indifférence des députés et des institutions communautaires que doit résider la raison de l'indifférence concomitante des citoyens à l'égard des institutions communautaires : chaque fois que l'on discute d'une question relevant du droit social, on constate un manque total d'intérêt...."
"Finally, it is very important to express firmly the possibility of enforcing the safeguard clause.","Enfin, il est essentiel d’exprimer fermement la possibilité d’appliquer la clause de sauvegarde."
"I can only give a few answers here, and I will distinguish between questions that concern our operational priorities, on the one hand, and those that are more about supervision and governance, on the other.","Je ne pourrai donner ici que quelques éléments de réponse en distinguant, d'une part, les questions qui portent sur nos priorités opérationnelles et, d'autre part, celles qui portent davantage sur le contrôle et la gouvernance."
"We drag their politicians and their decision makers into a system of the massive redistribution of wealth and we thereby Europeanise them in advance because they are learning what we in this House know all too well, which is that the primary function of the European Union these days is to act as a massive device to take money away from taxpayers and give it to the people lucky enough to be working inside the system.","Nous entraînons leurs hommes politiques et leurs décideurs dans un système de redistribution massive des richesses et nous les européanisons à l'avance, parce qu'ils apprennent ce que nous, dans cette Assemblée, ne savons que trop bien, c'est-à-dire que la première fonction de l'Union européenne de nos jours est d'agir comme une gigantesque machine permettant de prendre l'argent des contribuables et de le donner aux personnes suffisamment chanceuses pour opérer au sein du système."
The substance in this case is to provide the European political parties with additional resources so that they can fully carry out their political activities and exercise their competences and so that they can fully involve all our citizens in this fascinating process of European construction.,"La substance, dans le cas présent, consiste à fournir aux partis politiques européens des ressources supplémentaires pour qu'ils puissent mener correctement à bien leurs activités politiques et exercer leurs compétences et puissent ainsi faire participer pleinement l'ensemble des citoyens à ce projet fascinant qu'est la construction européenne."
"It means that for many of the Members, it is just too late to return home at the end of the debate, and they therefore have to stay on until tomorrow, or return home sooner.",Cela signifie que de nombreux députés ne pourront pas rentrer chez eux après la clôture du débat et devront donc rester jusque demain ou rentrer chez eux plus tôt.
"Nor do I think that the Blue Card will threaten the economic interests of the citizens of the new Member States, or constitute competition for them.","Je ne pense pas non plus que la carte bleue représente une menace pour les intérêts économiques des citoyens des nouveaux États membres, ni qu'elle constitue une concurrence pour eux."
"We need a dialogue on human rights, we need a dialogue on weapon sales, we need a dialogue on economic development.","Nous devons promouvoir un dialogue sur les droits de l'homme, sur les ventes d'armes ainsi que sur le développement économique."
,Cette lacune doit être remplie par le Parlement.
I can fully understand that these companies want to keep this going.,Je peux tout à fait comprendre que ces entreprises souhaitent que cela continue.
Every 1 000 officials will cost EUR 100m in the financial perspectives.,1 000 fonctionnaires coûteront 100 millions d'euros dans les perspectives financières.
Theistic philosophy and non-theistic philosophy have developed: that does not matter.,La philosophie théiste et la philosophie athée se sont développées: peu importe.
"Today, they are included in the Treaty of Nice; tomorrow they will be included in the Treaty of Lisbon.","Aujourd'hui, ils sont inclus dans le traité de Nice; demain, ils le seront dans le traité de Lisbonne."
"It has again given a favourable opinion of the correctness of the books: the accounts of the European Union truthfully reflect the receipts and outgoings in 2002, and the balance sheet presents a faithful picture of the European Union’s assets at year end.",La Cour a une fois de plus émis un avis positif quant à l’exactitude de ces livres: les comptes de l’Union européenne reflètent fidèlement les recettes et les dépenses de l’exercice 2002 et le bilan donne une image fidèle de l’actif de l’Union européenne à la clôture de l’exercice.
"We cannot have a situation in which a German company with an accommodation address in France causes harm to consumers by its misleading advertising, but the French consumer organization cannot bring an action for injunction, because the advertising originates in Germany, so the German consumer organization tries to bring the case to court but is told that an action for an injunction is not possible because no German consumers have been adversely affected.","Il est inadmissible qu'une société de boîtes-aux-lettres allemande nuise, en France, aux consommateurs par une publicité mensongère, que l'organisation des consommateurs française ne puisse intenter une action en cessation, car cette publicité est transmise depuis l'Allemagne et que le tribunal certifie à l'organisation des consommateurs qu'un recours n'est pas possible parce qu'aucun consommateur allemand n'a été lésé."
It is therefore important for members of the profession to publicise their special fields and to be able to advertise.,"Pour les membres d' une catégorie professionnelle, il importe donc de pouvoir faire connaître leurs spécialisations et de pouvoir faire leur publicité."
"Through resignation, reshuffle or withdrawal, you can come back to us with a new Commission, confident that we hold you in high regard as a committed European and a President of the European Commission with a capacity for great work.","Par le biais d’une démission, d’un remaniement ou d’un retrait, vous pouvez revenir nous trouver avec une nouvelle Commission et être assuré que nous vous tenons en haute estime en tant qu’Européen engagé et président de la Commission européenne pourvu d’une aptitude à réaliser de grandes choses."
There must be something about that particular person that places that person in jeopardy.,Il doit y avoir quelque chose qui fait que ces personnes en particulier sont en danger.
"Similar breakthroughs, I know, are being made in other countries, including in Mr Cunningham's constituency.","Des découvertes similaires, je le sais, sont faites dans d'autres pays, y compris dans la circonscription de M. Cunningham."
"The final resolution of the WTO itself, referring to liberalisation in particularly sensitive areas such as textiles, important aspects of agriculture, services and others, including the area of intellectual property, leaves little doubt, although its consolidation in practice could yet be influenced by any disputes that may develop.","La résolution finale de l'OMC, qui vise la libéralisation dans des domaines particulièrement sensibles comme le textile, des aspects importants de l'agriculture, des services et autres, y compris dans le domaine de la propriété intellectuelle, ne laissent pas subsister de grands doutes, même si la concrétisation pratique peut encore être influencée par les combats qui seront menés."
"I think, Mr Twigg, ladies and gentlemen, that in 2005 we really have made progress to the benefit of all people with reduced mobility, thus helping them to truly feel part of the European Union.","Je crois, Monsieur le ministre, Mesdames et Messieurs les députés, qu’il y a vraiment, pour cette année 2005, une avancée en faveur de toutes les personnes à mobilité réduite qui retrouvent ainsi une vraie citoyenneté dans notre Union européenne."
"In an area that is closely tied to the health and lives of the public, in addition to adopting best practices, it is clearly becoming necessary to optimise resources and make collective use of the European scale of organ availability.","Dans un domaine étroitement lié à la santé et à la vie des citoyens, en plus de l'adoption de meilleures pratiques, il devient clairement nécessaire d'optimiser les ressources et d'exploiter collectivement la disponibilité d'organes au niveau européen."
"The Arctic issue is also important, though I am not very sure how it will progress when I consider the recent action taken by the EU.","Le dossier de l'Arctique est lui aussi important, même si je ne suis pas certain de la manière dont il évoluera au vu des récentes actions engagées par l'UE."
"Among other things we regret that, within that committee, many countries reiterated their opposition or misgivings, including the United Kingdom, via its representative.","Entre autres, nous regrettons qu'au sein de ce comité, de nombreux pays aient réaffirmé leur opposition ou leurs appréhensions, au nombre desquels le Royaume-Uni, via son représentant."
"The control of working people and citizens is becoming ever more effective with the disorganization of labour protection systems, working time, social welfare, health and safety.","Le contrôle des travailleurs et des citoyens gagne en efficacité grâce au démantèlement des systèmes de protection de l'emploi, de temps de travail, de protection sociale, de santé et de sécurité."
Be sure that the latter will find this group against them simply because it is the wrong way to go for Europe.,"Ne doutez pas que ces derniers trouveront notre groupe sur leur chemin, tout simplement parce que ce n'est pas la bonne voie pour l'Europe."
"(IT) Mr President, ladies and gentlemen, do not say that we did not warn you about this.","(IT) Monsieur le Président, Mesdames et Messieurs, ne dites pas que nous ne vous avions pas mis en garde."
"There is, however, a need for caution, because scrutiny cannot extend to laying an institution and its members entirely bare and creating transparent people.","La prudence doit cependant être de mise, car le droit de regard ne peut pas aller jusqu'à mettre entièrement à nu une institution et ses membres et à créer des gens transparents."
"Although the European Union has every opportunity of accomplishing its aims, the Lisbon report is nevertheless a cause for concern.","Bien que l’Union européenne ait tous les outils en mains pour parvenir à ses objectifs, le rapport sur Lisbonne n’en demeure pas moins source d’inquiétude."
That includes non-proliferation.,Ce qui signifie aussi une véritable non-prolifération.
We welcome the basic structure of the programme because it is fully and completely in keeping with requirements regarding the application of the law.,Nous approuvons les dispositions de base du programme car elles correspondent totalement aux besoins en matière d'application du droit.
"We can, however, also tell the scientific world that Parliament, the Council and the Commission have joined forces in order to produce the best possible result that we could possibly manage at the time, and in my view this is a great success today, not only for the Commissioner, but for us all.","Nous pouvons également assurer la communauté scientifique que le travail commun du Parlement, du Conseil et de la Commission a permis d'aboutir au meilleur compromis envisageable actuellement. J'estime que ce jour marque un succès de tout premier plan, pour le commissaire, mais aussi pour nous tous."
"Mr President, ladies and gentlemen, first of all, I agree with those who are pleased with the work carried out by Mr Méndez de Vigo and Mr Tsatsos.","Monsieur le Président, chers collègues, je me joins avant tout à ceux qui ont exprimé leur approbation pour le travail effectué par nos collègues Méndez de Vigo et Tsatsos."
It is thoroughly old fashioned for countries that are not members of the monetary union to choose to fix their exchange rate and then need to be rescued by the International Monetary Fund or the EU or by anyone else.,"Il est insensé que des pays qui ne sont pas membres de l'union monétaire choisissent de fixer leur taux de change et doivent ensuite être sauvés par le Fonds monétaire international, par l'UE ou par qui que ce soit d'autre. Cette approche date d'une autre époque."
"Vice-President of the Commission/High Representative of the Union for Affairs and Security Policy. - Mr President, I want to begin as Mr Danjean did, with the terrible news of the death of two young Frenchmen who were kidnapped 10 days ago in Niger's capital, Niamey, and killed only a few hours later.","Monsieur le Président, à l'exemple de M. Danjean, je voudrais commencer par rappeler le sort terrible des deux jeunes Français capturés il y a dix jours à Niamey, capitale du Niger, et tués quelques heures après."
"I therefore voted for this report, which underlines the crucial role that the EU can play regarding human rights, especially through the right to a decent job.","J'ai donc voté pour ce rapport, qui souligne le rôle fondamental que peut jouer l'Union dans le domaine des droits de l'homme, notamment au moyen du droit à un emploi décent."
"These actions are indicative of the mentality of the US, a mentality which has been recorded in all its international dealings, even with its neighbours, its next-door neighbours, Central and Latin America.","Ces menées sont caractéristiques de la mentalité des États-Unis, une mentalité qui a marqué toutes ses transactions internationales, même avec ses voisins immédiats de l'Amérique centrale et latine."
There is no single 'European cultural heritage'.,"Il n'existe pas de ""patrimoine culturel européen"" unique."
"The Commission succumbed to this temptation, which seemed to have the advantage of lightening its task and reducing the costs of negotiations, and of enlargement in general.","La Commission a succombé à cette tentation, qui semblait avoir l'avantage d'alléger sa tâche et de diminuer le coût des négociations, et en définitive de l'élargissement."
"I would refer here to what we have just heard from the Chairman of the EMI on the subject, and I would point out to Mr García that the Commission has never said that it would make payments from the Structural Funds conditional on meeting certain macroeconomic criteria.","À ce propos, je me référerai à ce que vient de vous dire le président de l'IME à ce sujet, et répondrai à M. García que la Commission n'a jamais dit qu'elle allait conditionner les fonds structurels au respect de critères macro-économiques."
The new and improved article 209a (article 280 in the new treaty) makes it possible to have an efficient and equal fight against fraud in all the Member States.,"Le nouvel article 209a amélioré, devenu l'article 280 du nouveau traité, permet de combattre la fraude efficacement et à conditions égales dans tous les États membres."
But the other Member States of the European Union should be wary of what they agree.,Mais les autres États membres de l'Union devraient se méfier de ce qu'ils acceptent.
"author, on behalf of the UEN Group. - (PL) I wish to propose a stylistic amendment.","auteur, au nom du groupe UEN. - (PL) Je voudrais proposer un amendement stylistique."
"Secondly, structural support is not operational support. I say this in reply to your statements that we should look at the support side.",Deuxièmement: l'aide structurelle n'est pas une aide opérationnelle - je dis ceci pour répondre à votre affirmation selon laquelle il faudrait étudier les possibilités offertes par le système d'aides.
These three factors indicate a development parallel to that of the European Union.,C'est un facteur dont on sous-estime l'importance dans nos relations avec l'extérieur. Ces trois facteurs sont les indices d'une évolution qui va dans le sens de l'Union.
Nor is it one that is used anywhere else.,Elle n'est d'ailleurs pas utilisée ailleurs.
"The report very clearly spells out the wide implications of poverty and social exclusion, not only as a social problem but also, and more especially, as a personal problem for those caught in the poverty trap.","Ce rapport explique très clairement les vastes implications de la pauvreté et de l'exclusion sociale, non pas seulement en tant que problème social, mais aussi, et plus particulièrement, en tant que problème personnel pour ceux qui sont pris dans le piège de la pauvreté."
The most recent modification of the additives directive provides that all substances approved before 1988 will have to undergo a systematic re-examination from September 2000.,Le dernier amendement de la directive sur les additifs stipule que toutes les substances autorisées avant 1988 devront subir un nouvel examen systématique à partir de septembre 2000.
There are two ways to ensure better protection of our seas.,Il y a deux façons d'assurer une meilleure protection de nos mers.
"While the success of Hong Kong is crucial to further economic growth, it will also be a serious test of the WTO’s legitimacy.","Si Hong Kong se doit d’être un succès pour la croissance économique, ce sera également un sérieux test pour la légitimité de l’OMC."
Although the liberal professions are clearly not a supermarket – and although a supermarket as a market is not a service of general interest in this sense – the two do have some things in common.,"Même si les professions libérales ne sont pas un supermarché, c’est clair - et même si un supermarché, en tant que marché n’est pas un service d’intérêt général dans ce sens-, tous deux possèdent certains points communs."
The debate is closed.,Le débat est clos.
"Moreover, the Commission has reduced the amount of subsidies for projects aimed at promoting human rights and democracy in Burma.","De plus, la Commission a réduit le volume de ses subventions pour les projets visant la promotion des droits de l'homme et de la démocratie en Birmanie."
